COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;55445;Rouvrois-sur-Othain;CHAR;5
CODGEO;Code géographique;Code géographique;55446;Rumont;CHAR;5
CODGEO;Code géographique;Code géographique;55447;Rupt-aux-Nonains;CHAR;5
CODGEO;Code géographique;Code géographique;55448;Rupt-devant-Saint-Mihiel;CHAR;5
CODGEO;Code géographique;Code géographique;55449;Rupt-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55450;Rupt-sur-Othain;CHAR;5
CODGEO;Code géographique;Code géographique;55452;Saint-Amand-sur-Ornain;CHAR;5
CODGEO;Code géographique;Code géographique;55453;Saint-André-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55454;Saint-Aubin-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55456;Saint-Germain-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55457;Saint-Hilaire-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55458;Saint-Jean-lès-Buzy;CHAR;5
CODGEO;Code géographique;Code géographique;55459;Saint-Joire;CHAR;5
CODGEO;Code géographique;Code géographique;55460;Saint-Julien-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55461;Saint-Laurent-sur-Othain;CHAR;5
CODGEO;Code géographique;Code géographique;55462;Saint-Maurice-sous-les-Côtes;CHAR;5
CODGEO;Code géographique;Code géographique;55463;Saint-Mihiel;CHAR;5
CODGEO;Code géographique;Code géographique;55464;Saint-Pierrevillers;CHAR;5
CODGEO;Code géographique;Code géographique;55465;Saint-Remy-la-Calonne;CHAR;5
CODGEO;Code géographique;Code géographique;55466;Salmagne;CHAR;5
CODGEO;Code géographique;Code géographique;55467;Sampigny;CHAR;5
CODGEO;Code géographique;Code géographique;55468;Samogneux;CHAR;5
CODGEO;Code géographique;Code géographique;55469;Sassey-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55470;Saudrupt;CHAR;5
CODGEO;Code géographique;Code géographique;55471;Saulmory-Villefranche;CHAR;5
CODGEO;Code géographique;Code géographique;55472;Saulvaux;CHAR;5
CODGEO;Code géographique;Code géographique;55473;Saulx-lès-Champlon;CHAR;5
CODGEO;Code géographique;Code géographique;55474;Sauvigny;CHAR;5
CODGEO;Code géographique;Code géographique;55475;Sauvoy;CHAR;5
CODGEO;Code géographique;Code géographique;55476;Savonnières-devant-Bar;CHAR;5
CODGEO;Code géographique;Code géographique;55477;Savonnières-en-Perthois;CHAR;5
CODGEO;Code géographique;Code géographique;55479;Seigneulles;CHAR;5
CODGEO;Code géographique;Code géographique;55481;Senon;CHAR;5
CODGEO;Code géographique;Code géographique;55482;Senoncourt-les-Maujouy;CHAR;5
CODGEO;Code géographique;Code géographique;55484;Septsarges;CHAR;5
CODGEO;Code géographique;Code géographique;55485;Sepvigny;CHAR;5
CODGEO;Code géographique;Code géographique;55487;Seuzey;CHAR;5
CODGEO;Code géographique;Code géographique;55488;Silmont;CHAR;5
CODGEO;Code géographique;Code géographique;55489;Sivry-la-Perche;CHAR;5
CODGEO;Code géographique;Code géographique;55490;Sivry-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55492;Sommedieue;CHAR;5
CODGEO;Code géographique;Code géographique;55493;Sommeilles;CHAR;5
CODGEO;Code géographique;Code géographique;55494;Sommelonne;CHAR;5
CODGEO;Code géographique;Code géographique;55495;Sorbey;CHAR;5
CODGEO;Code géographique;Code géographique;55496;Sorcy-Saint-Martin;CHAR;5
CODGEO;Code géographique;Code géographique;55497;Les Souhesmes-Rampont;CHAR;5
CODGEO;Code géographique;Code géographique;55498;Souilly;CHAR;5
CODGEO;Code géographique;Code géographique;55500;Spincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55501;Stainville;CHAR;5
CODGEO;Code géographique;Code géographique;55502;Stenay;CHAR;5
CODGEO;Code géographique;Code géographique;55503;Taillancourt;CHAR;5
CODGEO;Code géographique;Code géographique;55504;Tannois;CHAR;5
CODGEO;Code géographique;Code géographique;55505;Thierville-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55506;Thillombois;CHAR;5
CODGEO;Code géographique;Code géographique;55507;Thillot;CHAR;5
CODGEO;Code géographique;Code géographique;55508;Thonne-la-Long;CHAR;5
CODGEO;Code géographique;Code géographique;55509;Thonne-le-Thil;CHAR;5
CODGEO;Code géographique;Code géographique;55510;Thonne-les-Près;CHAR;5
CODGEO;Code géographique;Code géographique;55511;Thonnelle;CHAR;5
CODGEO;Code géographique;Code géographique;55512;Tilly-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55514;Trémont-sur-Saulx;CHAR;5
CODGEO;Code géographique;Code géographique;55515;Trésauvaux;CHAR;5
CODGEO;Code géographique;Code géographique;55516;Tréveray;CHAR;5
CODGEO;Code géographique;Code géographique;55517;Seuil-d'Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55518;Cousances-lès-Triconville;CHAR;5
CODGEO;Code géographique;Code géographique;55519;Tronville-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55520;Troussey;CHAR;5
CODGEO;Code géographique;Code géographique;55521;Troyon;CHAR;5
CODGEO;Code géographique;Code géographique;55522;Ugny-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55523;Vacherauville;CHAR;5
CODGEO;Code géographique;Code géographique;55525;Vadelaincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55526;Vadonville;CHAR;5
CODGEO;Code géographique;Code géographique;55527;Varennes-en-Argonne;CHAR;5
CODGEO;Code géographique;Code géographique;55528;Varnéville;CHAR;5
CODGEO;Code géographique;Code géographique;55530;Valbois;CHAR;5
CODGEO;Code géographique;Code géographique;55531;Vassincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55532;Vaubecourt;CHAR;5
CODGEO;Code géographique;Code géographique;55533;Vaucouleurs;CHAR;5
CODGEO;Code géographique;Code géographique;55534;Vaudeville-le-Haut;CHAR;5
CODGEO;Code géographique;Code géographique;55535;Vaudoncourt;CHAR;5
CODGEO;Code géographique;Code géographique;55536;Vauquois;CHAR;5
CODGEO;Code géographique;Code géographique;55537;Douaumont-Vaux;CHAR;5
CODGEO;Code géographique;Code géographique;55540;Vaux-lès-Palameix;CHAR;5
CODGEO;Code géographique;Code géographique;55541;Vavincourt;CHAR;5
CODGEO;Code géographique;Code géographique;55543;Velaines;CHAR;5
CODGEO;Code géographique;Code géographique;55544;Velosnes;CHAR;5
CODGEO;Code géographique;Code géographique;55545;Verdun;CHAR;5
CODGEO;Code géographique;Code géographique;55546;Verneuil-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;55547;Verneuil-Petit;CHAR;5
CODGEO;Code géographique;Code géographique;55549;Véry;CHAR;5
CODGEO;Code géographique;Code géographique;55551;Vigneulles-lès-Hattonchâtel;CHAR;5
CODGEO;Code géographique;Code géographique;55552;Vigneul-sous-Montmédy;CHAR;5
CODGEO;Code géographique;Code géographique;55553;Vignot;CHAR;5
CODGEO;Code géographique;Code géographique;55554;Villécloye;CHAR;5
CODGEO;Code géographique;Code géographique;55555;Ville-devant-Belrain;CHAR;5
CODGEO;Code géographique;Code géographique;55556;Ville-devant-Chaumont;CHAR;5
CODGEO;Code géographique;Code géographique;55557;Ville-en-Woëvre;CHAR;5
CODGEO;Code géographique;Code géographique;55559;Villeroy-sur-Méholle;CHAR;5
CODGEO;Code géographique;Code géographique;55560;Villers-aux-Vents;CHAR;5
CODGEO;Code géographique;Code géographique;55561;Villers-devant-Dun;CHAR;5
CODGEO;Code géographique;Code géographique;55562;Villers-le-Sec;CHAR;5
CODGEO;Code géographique;Code géographique;55563;Villers-lès-Mangiennes;CHAR;5
CODGEO;Code géographique;Code géographique;55565;Villers-sous-Pareid;CHAR;5
CODGEO;Code géographique;Code géographique;55566;Villers-sur-Meuse;CHAR;5
CODGEO;Code géographique;Code géographique;55567;Ville-sur-Cousances;CHAR;5
CODGEO;Code géographique;Code géographique;55568;Ville-sur-Saulx;CHAR;5
CODGEO;Code géographique;Code géographique;55569;Villotte-devant-Louppy;CHAR;5
CODGEO;Code géographique;Code géographique;55570;Villotte-sur-Aire;CHAR;5
CODGEO;Code géographique;Code géographique;55571;Vilosnes-Haraumont;CHAR;5
CODGEO;Code géographique;Code géographique;55572;Vittarville;CHAR;5
CODGEO;Code géographique;Code géographique;55573;Void-Vacon;CHAR;5
CODGEO;Code géographique;Code géographique;55574;Vouthon-Bas;CHAR;5
CODGEO;Code géographique;Code géographique;55575;Vouthon-Haut;CHAR;5
CODGEO;Code géographique;Code géographique;55577;Waly;CHAR;5
CODGEO;Code géographique;Code géographique;55578;Warcq;CHAR;5
CODGEO;Code géographique;Code géographique;55579;Watronville;CHAR;5
CODGEO;Code géographique;Code géographique;55580;Wavrille;CHAR;5
CODGEO;Code géographique;Code géographique;55581;Willeroncourt;CHAR;5
CODGEO;Code géographique;Code géographique;55582;Wiseppe;CHAR;5
CODGEO;Code géographique;Code géographique;55583;Woël;CHAR;5
CODGEO;Code géographique;Code géographique;55584;Woimbey;CHAR;5
CODGEO;Code géographique;Code géographique;55586;Xivray-et-Marvoisin;CHAR;5
CODGEO;Code géographique;Code géographique;56001;Allaire;CHAR;5
CODGEO;Code géographique;Code géographique;56002;Ambon;CHAR;5
CODGEO;Code géographique;Code géographique;56003;Arradon;CHAR;5
CODGEO;Code géographique;Code géographique;56004;Arzal;CHAR;5
CODGEO;Code géographique;Code géographique;56005;Arzon;CHAR;5
CODGEO;Code géographique;Code géographique;56006;Augan;CHAR;5
CODGEO;Code géographique;Code géographique;56007;Auray;CHAR;5
CODGEO;Code géographique;Code géographique;56008;Baden;CHAR;5
CODGEO;Code géographique;Code géographique;56009;Bangor;CHAR;5
CODGEO;Code géographique;Code géographique;56010;Baud;CHAR;5
CODGEO;Code géographique;Code géographique;56011;Béganne;CHAR;5
CODGEO;Code géographique;Code géographique;56012;Beignon;CHAR;5
CODGEO;Code géographique;Code géographique;56013;Belz;CHAR;5
CODGEO;Code géographique;Code géographique;56014;Berné;CHAR;5
CODGEO;Code géographique;Code géographique;56015;Berric;CHAR;5
CODGEO;Code géographique;Code géographique;56017;Bignan;CHAR;5
CODGEO;Code géographique;Code géographique;56018;Billiers;CHAR;5
CODGEO;Code géographique;Code géographique;56019;Billio;CHAR;5
CODGEO;Code géographique;Code géographique;56020;Bohal;CHAR;5
CODGEO;Code géographique;Code géographique;56021;Brandérion;CHAR;5
CODGEO;Code géographique;Code géographique;56022;Brandivy;CHAR;5
CODGEO;Code géographique;Code géographique;56023;Brech;CHAR;5
CODGEO;Code géographique;Code géographique;56024;Bréhan;CHAR;5
CODGEO;Code géographique;Code géographique;56025;Brignac;CHAR;5
CODGEO;Code géographique;Code géographique;56026;Bubry;CHAR;5
CODGEO;Code géographique;Code géographique;56027;Buléon;CHAR;5
CODGEO;Code géographique;Code géographique;56028;Caden;CHAR;5
CODGEO;Code géographique;Code géographique;56029;Calan;CHAR;5
CODGEO;Code géographique;Code géographique;56030;Camoël;CHAR;5
CODGEO;Code géographique;Code géographique;56031;Camors;CHAR;5
CODGEO;Code géographique;Code géographique;56032;Campénéac;CHAR;5
CODGEO;Code géographique;Code géographique;56033;Carentoir;CHAR;5
CODGEO;Code géographique;Code géographique;56034;Carnac;CHAR;5
CODGEO;Code géographique;Code géographique;56035;Caro;CHAR;5
CODGEO;Code géographique;Code géographique;56036;Caudan;CHAR;5
CODGEO;Code géographique;Code géographique;56039;La Chapelle-Neuve;CHAR;5
CODGEO;Code géographique;Code géographique;56040;Cléguer;CHAR;5
CODGEO;Code géographique;Code géographique;56041;Cléguérec;CHAR;5
CODGEO;Code géographique;Code géographique;56042;Colpo;CHAR;5
CODGEO;Code géographique;Code géographique;56043;Concoret;CHAR;5
CODGEO;Code géographique;Code géographique;56044;Cournon;CHAR;5
CODGEO;Code géographique;Code géographique;56045;Le Cours;CHAR;5
CODGEO;Code géographique;Code géographique;56046;Crach;CHAR;5
CODGEO;Code géographique;Code géographique;56047;Crédin;CHAR;5
CODGEO;Code géographique;Code géographique;56048;Le Croisty;CHAR;5
CODGEO;Code géographique;Code géographique;56049;Croixanvec;CHAR;5
CODGEO;Code géographique;Code géographique;56050;La Croix-Helléan;CHAR;5
CODGEO;Code géographique;Code géographique;56051;Cruguel;CHAR;5
CODGEO;Code géographique;Code géographique;56052;Damgan;CHAR;5
CODGEO;Code géographique;Code géographique;56053;Elven;CHAR;5
CODGEO;Code géographique;Code géographique;56054;Erdeven;CHAR;5
CODGEO;Code géographique;Code géographique;56055;Étel;CHAR;5
CODGEO;Code géographique;Code géographique;56056;Évriguet;CHAR;5
CODGEO;Code géographique;Code géographique;56057;Le Faouët;CHAR;5
CODGEO;Code géographique;Code géographique;56058;Férel;CHAR;5
CODGEO;Code géographique;Code géographique;56060;Les Fougerêts;CHAR;5
CODGEO;Code géographique;Code géographique;56061;La Gacilly;CHAR;5
CODGEO;Code géographique;Code géographique;56062;Gâvres;CHAR;5
CODGEO;Code géographique;Code géographique;56063;Gestel;CHAR;5
CODGEO;Code géographique;Code géographique;56065;Gourhel;CHAR;5
CODGEO;Code géographique;Code géographique;56066;Gourin;CHAR;5
CODGEO;Code géographique;Code géographique;56067;Grand-Champ;CHAR;5
CODGEO;Code géographique;Code géographique;56068;La Grée-Saint-Laurent;CHAR;5
CODGEO;Code géographique;Code géographique;56069;Groix;CHAR;5
CODGEO;Code géographique;Code géographique;56070;Guégon;CHAR;5
CODGEO;Code géographique;Code géographique;56071;Guéhenno;CHAR;5
CODGEO;Code géographique;Code géographique;56072;Gueltas;CHAR;5
CODGEO;Code géographique;Code géographique;56073;Guémené-sur-Scorff;CHAR;5
CODGEO;Code géographique;Code géographique;56074;Guénin;CHAR;5
CODGEO;Code géographique;Code géographique;56075;Guer;CHAR;5
CODGEO;Code géographique;Code géographique;56076;Guern;CHAR;5
CODGEO;Code géographique;Code géographique;56077;Le Guerno;CHAR;5
CODGEO;Code géographique;Code géographique;56078;Guidel;CHAR;5
CODGEO;Code géographique;Code géographique;56079;Guillac;CHAR;5
CODGEO;Code géographique;Code géographique;56080;Guilliers;CHAR;5
CODGEO;Code géographique;Code géographique;56081;Guiscriff;CHAR;5
CODGEO;Code géographique;Code géographique;56082;Helléan;CHAR;5
CODGEO;Code géographique;Code géographique;56083;Hennebont;CHAR;5
CODGEO;Code géographique;Code géographique;56084;Le Hézo;CHAR;5
CODGEO;Code géographique;Code géographique;56085;Hœdic;CHAR;5
CODGEO;Code géographique;Code géographique;56086;Île-d'Houat;CHAR;5
CODGEO;Code géographique;Code géographique;56087;Île-aux-Moines;CHAR;5
CODGEO;Code géographique;Code géographique;56088;Île-d'Arz;CHAR;5
CODGEO;Code géographique;Code géographique;56089;Inguiniel;CHAR;5
CODGEO;Code géographique;Code géographique;56090;Inzinzac-Lochrist;CHAR;5
CODGEO;Code géographique;Code géographique;56091;Josselin;CHAR;5
CODGEO;Code géographique;Code géographique;56092;Kerfourn;CHAR;5
CODGEO;Code géographique;Code géographique;56093;Kergrist;CHAR;5
CODGEO;Code géographique;Code géographique;56094;Kervignac;CHAR;5
CODGEO;Code géographique;Code géographique;56096;Landaul;CHAR;5
CODGEO;Code géographique;Code géographique;56097;Landévant;CHAR;5
CODGEO;Code géographique;Code géographique;56098;Lanester;CHAR;5
CODGEO;Code géographique;Code géographique;56099;Langoëlan;CHAR;5
CODGEO;Code géographique;Code géographique;56100;Langonnet;CHAR;5
CODGEO;Code géographique;Code géographique;56101;Languidic;CHAR;5
CODGEO;Code géographique;Code géographique;56102;Forges de Lanouée;CHAR;5
CODGEO;Code géographique;Code géographique;56103;Lantillac;CHAR;5
CODGEO;Code géographique;Code géographique;56104;Lanvaudan;CHAR;5
CODGEO;Code géographique;Code géographique;56105;Lanvénégen;CHAR;5
CODGEO;Code géographique;Code géographique;56106;Larmor-Baden;CHAR;5
CODGEO;Code géographique;Code géographique;56107;Larmor-Plage;CHAR;5
CODGEO;Code géographique;Code géographique;56108;Larré;CHAR;5
CODGEO;Code géographique;Code géographique;56109;Lauzach;CHAR;5
CODGEO;Code géographique;Code géographique;56110;Lignol;CHAR;5
CODGEO;Code géographique;Code géographique;56111;Limerzel;CHAR;5
CODGEO;Code géographique;Code géographique;56112;Lizio;CHAR;5
CODGEO;Code géographique;Code géographique;56113;Locmalo;CHAR;5
CODGEO;Code géographique;Code géographique;56114;Locmaria;CHAR;5
CODGEO;Code géographique;Code géographique;56115;Locmaria-Grand-Champ;CHAR;5
CODGEO;Code géographique;Code géographique;56116;Locmariaquer;CHAR;5
CODGEO;Code géographique;Code géographique;56117;Locminé;CHAR;5
CODGEO;Code géographique;Code géographique;56118;Locmiquélic;CHAR;5
CODGEO;Code géographique;Code géographique;56119;Locoal-Mendon;CHAR;5
CODGEO;Code géographique;Code géographique;56120;Locqueltas;CHAR;5
CODGEO;Code géographique;Code géographique;56121;Lorient;CHAR;5
CODGEO;Code géographique;Code géographique;56122;Loyat;CHAR;5
CODGEO;Code géographique;Code géographique;56123;Malansac;CHAR;5
CODGEO;Code géographique;Code géographique;56124;Malestroit;CHAR;5
CODGEO;Code géographique;Code géographique;56125;Malguénac;CHAR;5
CODGEO;Code géographique;Code géographique;56126;Marzan;CHAR;5
CODGEO;Code géographique;Code géographique;56127;Mauron;CHAR;5
CODGEO;Code géographique;Code géographique;56128;Melrand;CHAR;5
CODGEO;Code géographique;Code géographique;56129;Ménéac;CHAR;5
CODGEO;Code géographique;Code géographique;56130;Merlevenez;CHAR;5
CODGEO;Code géographique;Code géographique;56131;Meslan;CHAR;5
CODGEO;Code géographique;Code géographique;56132;Meucon;CHAR;5
